Date,BRL_spot_FX_rate,Date,Current_account,Date,Trade_balance,Date,Implied_rate,Date,REER,Date,MOV_AVG_200D,Date,MOV_AVG_50D
9/3/08,1.6775,,,,,11/17/08,11.4373,8/15/08,98.06,9/3/08,1.6865,9/3/08,1.6049
9/2/08,1.6592,,,,,11/14/08,13.6956,8/14/08,98.67,9/2/08,1.6872,9/2/08,1.6032
9/1/08,1.6497,,,,,11/13/08,13.4468,8/13/08,98.46,9/1/08,1.6879,9/1/08,1.6021
8/29/08,1.6315,,,,,11/12/08,11.505,8/12/08,98.34,8/29/08,1.6886,8/29/08,1.6013
8/28/08,1.6324,,,,,11/11/08,12.627,8/11/08,99,8/28/08,1.6893,8/28/08,1.6008
8/27/08,1.6219,,,,,11/10/08,14.8668,8/8/08,98.76,8/27/08,1.6899,8/27/08,1.6002
8/26/08,1.6288,,,,,11/7/08,14.1605,8/7/08,99.25,8/26/08,1.6907,8/26/08,1.5999
8/25/08,1.6312,,,,,11/6/08,13.9246,8/6/08,99.63,8/25/08,1.6912,8/25/08,1.5995
8/22/08,1.627,,,,,11/5/08,12.6538,8/5/08,99.8,8/22/08,1.6917,8/22/08,1.5993
8/21/08,1.609,,,,,11/4/08,12.6017,8/4/08,99.9,8/21/08,1.6924,8/21/08,1.5995
8/20/08,1.6185,,,,,11/3/08,12.5434,8/1/08,100.51,8/20/08,1.6933,8/20/08,1.6
8/19/08,1.6234,,,,,10/31/08,12.6712,7/31/08,99.94,8/19/08,1.6939,8/19/08,1.6004
8/18/08,1.6394,,,,,10/30/08,12.4303,7/30/08,100.25,8/18/08,1.6945,8/18/08,1.6009
8/15/08,1.638,,,,,10/29/08,9.7551,7/29/08,99.49,8/15/08,1.695,8/15/08,1.6006
8/14/08,1.6236,,,,,10/28/08,9.9564,7/28/08,98.96,8/14/08,1.6955,8/14/08,1.6005
8/13/08,1.6115,,,,,10/27/08,9.511,7/25/08,99.1,8/13/08,1.6961,8/13/08,1.6006
8/12/08,1.6226,,,,,10/24/08,9.4359,7/24/08,98.86,8/12/08,1.6968,8/12/08,1.6009
8/11/08,1.6236,,,,,10/23/08,12.1728,7/23/08,98.4,8/11/08,1.6974,8/11/08,1.6011
8/8/08,1.6087,,,,,10/22/08,11.7895,7/22/08,98.36,8/8/08,1.698,8/8/08,1.6012
8/7/08,1.5972,,,,,10/21/08,12.0274,7/21/08,98.09,8/7/08,1.6988,8/7/08,1.6016
8/6/08,1.5775,,,,,10/20/08,13.0054,7/18/08,97.73,8/6/08,1.6996,8/6/08,1.6024
8/5/08,1.5746,,,,,10/17/08,13.2941,7/17/08,97.65,8/5/08,1.7007,8/5/08,1.6039
8/4/08,1.5619,,,,,10/16/08,14.6196,7/16/08,97.18,8/4/08,1.7019,8/4/08,1.6059
8/1/08,1.56,,,,,10/14/08,13.8479,7/15/08,97.24,8/1/08,1.703,8/1/08,1.6078
7/31/08,1.5654,,,,,10/13/08,15.1661,7/14/08,97.47,7/31/08,1.7043,7/31/08,1.6098
7/30/08,1.562,,,,,10/10/08,14.2494,7/11/08,96.89,7/30/08,1.7055,7/30/08,1.6116
7/29/08,1.5686,,,,,10/9/08,14.4421,7/10/08,96.85,7/29/08,1.7066,7/29/08,1.6134
7/28/08,1.5757,,,,,10/8/08,14.541,7/9/08,96.95,7/28/08,1.7079,7/28/08,1.615
7/25/08,1.5728,,,,,10/7/08,13.357,7/8/08,97.05,7/25/08,1.7091,7/25/08,1.6163
7/24/08,1.5781,,,,,10/6/08,13.2062,7/7/08,97.86,7/24/08,1.7103,7/24/08,1.6179
7/23/08,1.5836,,,,,10/3/08,13.45,7/3/08,97.36,7/23/08,1.7114,7/23/08,1.6196
7/22/08,1.5792,,,,,10/2/08,13.6911,7/2/08,97.51,7/22/08,1.7125,7/22/08,1.6211
7/21/08,1.5814,,,,,9/30/08,10.8603,7/1/08,97.12,7/21/08,1.7137,7/21/08,1.6228
7/18/08,1.5893,,,,,9/25/08,10.3382,6/30/08,98.02,7/18/08,1.7148,7/18/08,1.6248
7/17/08,1.5983,,,,,9/24/08,10.3862,6/27/08,97.5,7/17/08,1.7159,7/17/08,1.6269
7/16/08,1.5966,,,,,9/23/08,11.7401,6/26/08,98.12,7/16/08,1.717,7/16/08,1.6287
7/15/08,1.5931,,,,,9/22/08,11.3136,6/25/08,98.04,7/15/08,1.7183,7/15/08,1.63
7/14/08,1.5948,,,,,9/19/08,11.5747,6/24/08,97.87,7/14/08,1.7194,7/14/08,1.6313
7/11/08,1.601,,,,,9/18/08,12.706,6/23/08,97.29,7/11/08,1.7205,7/11/08,1.6324
7/10/08,1.605,,,,,9/17/08,12.732,6/20/08,97.74,7/10/08,1.7216,7/10/08,1.6336
7/9/08,1.6095,,,,,9/16/08,13.253,6/19/08,97.82,7/9/08,1.7228,7/9/08,1.6348
7/8/08,1.612,,,,,9/15/08,12.8399,6/18/08,97.5,7/8/08,1.724,7/8/08,1.6367
7/7/08,1.6015,,,,,9/10/08,13.1355,6/17/08,97.29,7/7/08,1.7253,7/7/08,1.6382
7/4/08,1.607,,,,,9/9/08,12.6104,6/16/08,96.81,7/4/08,1.7266,7/4/08,1.6395
7/3/08,1.6137,,,,,9/8/08,12.8456,6/13/08,96.61,7/3/08,1.7279,7/3/08,1.6408
7/2/08,1.6086,,,,,9/5/08,12.7242,6/12/08,96.15,7/2/08,1.7292,7/2/08,1.6417
7/1/08,1.598,,,,,9/4/08,12.4282,6/11/08,95.72,7/1/08,1.7305,7/1/08,1.6427
6/30/08,1.6037,,,,,9/3/08,12.5752,6/10/08,95.96,6/30/08,1.7319,6/30/08,1.644
6/27/08,1.594,,,,,9/2/08,12.5828,6/9/08,96.36,6/27/08,1.7335,6/27/08,1.6453
6/26/08,1.6042,,,,,9/1/08,12.3558,6/6/08,96.13,6/26/08,1.735,6/26/08,1.6466
6/25/08,1.5915,,,,,8/29/08,12.2952,6/5/08,95.94,6/25/08,1.7365,6/25/08,1.6477
6/24/08,1.6028,,,,,8/28/08,12.4717,6/4/08,96.53,6/24/08,1.7381,6/24/08,1.6496
6/23/08,1.6115,,,,,8/27/08,12.2945,6/3/08,96.69,6/23/08,1.7397,6/23/08,1.6513
6/20/08,1.6057,,,,,8/26/08,12.4074,6/2/08,96.19,6/20/08,1.7414,6/20/08,1.6528
6/19/08,1.603,,,,,8/25/08,12.7359,5/30/08,96.52,6/19/08,1.7431,6/19/08,1.6544
6/18/08,1.6063,,,,,8/22/08,12.719,5/29/08,95.27,6/18/08,1.7449,6/18/08,1.6561
6/17/08,1.6073,,,,,8/21/08,12.7773,5/28/08,93.98,6/17/08,1.7466,6/17/08,1.6579
6/16/08,1.6247,,,,,8/20/08,12.751,5/27/08,93.82,6/16/08,1.7484,6/16/08,1.6598
6/13/08,1.6355,,,,,8/19/08,12.9654,5/23/08,94.48,6/13/08,1.75,6/13/08,1.6615
6/12/08,1.6342,,,,,8/18/08,12.5204,5/22/08,94.54,6/12/08,1.7517,6/12/08,1.6631
6/11/08,1.6408,,,,,8/15/08,12.1633,5/21/08,94.76,6/11/08,1.7534,6/11/08,1.665
6/10/08,1.6455,,,,,8/14/08,12.2292,5/20/08,94.88,6/10/08,1.7552,6/10/08,1.6671
6/9/08,1.6262,,,,,8/13/08,12.6227,5/19/08,95.53,6/9/08,1.7567,6/9/08,1.6692
6/6/08,1.6341,,,,,8/12/08,12.7198,5/16/08,95.63,6/6/08,1.7583,6/6/08,1.6715
6/5/08,1.6264,,,,,8/8/08,12.4318,5/15/08,95.47,6/5/08,1.7601,6/5/08,1.6736
6/4/08,1.6287,,,,,8/7/08,12.2967,5/14/08,95.07,6/4/08,1.762,6/4/08,1.6755
6/3/08,1.6286,,,,,8/6/08,12.0223,5/13/08,95.04,6/3/08,1.764,6/3/08,1.6776
6/2/08,1.6315,,,,,8/5/08,12.0354,5/12/08,94.58,6/2/08,1.766,6/2/08,1.6799
5/30/08,1.627,,,,,8/4/08,12.0963,5/9/08,93.41,5/30/08,1.768,5/30/08,1.6819
5/29/08,1.637,,,,,8/1/08,12.4481,5/8/08,94.08,5/29/08,1.7703,5/29/08,1.6841
5/28/08,1.6547,,,,,7/31/08,12.6229,5/7/08,94.29,5/28/08,1.7723,5/28/08,1.6857
5/27/08,1.6705,,,,,7/30/08,11.8701,5/6/08,94.64,5/27/08,1.7739,5/27/08,1.6864
5/26/08,1.6587,,,,,7/29/08,12.1392,5/5/08,94.8,5/26/08,1.7753,5/26/08,1.6875
5/23/08,1.6593,,,,,7/28/08,12.0658,5/2/08,95.53,5/23/08,1.7768,5/23/08,1.6885
5/21/08,1.6582,,,,,7/25/08,12.4799,5/1/08,94.57,5/21/08,1.7781,5/21/08,1.6892
5/20/08,1.6495,,,,,7/24/08,11.9978,4/30/08,92.45,5/20/08,1.7792,5/20/08,1.6895
5/19/08,1.6488,,,,,7/23/08,11.7974,4/29/08,91.89,5/19/08,1.7805,5/19/08,1.6901
5/16/08,1.641,,,,,7/22/08,12.0549,4/28/08,93.31,5/16/08,1.7818,5/16/08,1.6913
5/15/08,1.6545,,,,,7/21/08,11.9392,4/25/08,93.78,5/15/08,1.7831,5/15/08,1.6921
5/14/08,1.663,,,,,7/18/08,12.225,4/24/08,93.68,5/14/08,1.7842,5/14/08,1.6926
5/13/08,1.6557,,,,,7/17/08,12.3375,4/23/08,93.92,5/13/08,1.7853,5/13/08,1.6928
5/12/08,1.6645,,,,,7/16/08,12.2279,4/22/08,93.84,5/12/08,1.7864,5/12/08,1.6934
5/9/08,1.6852,,,,,7/15/08,12.2828,4/21/08,93.46,5/9/08,1.7875,5/9/08,1.6935
5/8/08,1.6928,,,,,7/14/08,11.7541,4/18/08,93.83,5/8/08,1.7885,5/8/08,1.6936
5/7/08,1.6892,,,,,7/11/08,12.0972,4/17/08,93.48,5/7/08,1.7897,5/7/08,1.6932
5/6/08,1.6597,,,,,7/10/08,12.0637,4/16/08,92.87,5/6/08,1.7906,5/6/08,1.6928
5/5/08,1.658,,,,,7/9/08,11.7679,4/15/08,92.29,5/5/08,1.7916,5/5/08,1.6933
5/2/08,1.6498,,,,,7/8/08,11.6394,4/14/08,92.33,5/2/08,1.7925,5/2/08,1.6942
5/1/08,1.6626,,,,,7/7/08,12.0532,4/11/08,92.38,5/1/08,1.7935,5/1/08,1.6954
4/30/08,1.6629,,,,,7/4/08,11.5556,4/10/08,92.61,4/30/08,1.7945,4/30/08,1.6963
4/29/08,1.7044,,,,,7/3/08,11.6439,4/9/08,92.14,4/29/08,1.7955,4/29/08,1.6975
4/28/08,1.6884,,,,,7/2/08,12.5658,4/8/08,91.89,4/28/08,1.7963,4/28/08,1.698
4/25/08,1.6667,,,,,7/1/08,12.6822,4/7/08,91.74,4/25/08,1.7972,4/25/08,1.699
4/24/08,1.67,,,,,6/27/08,11.9549,4/4/08,91.14,4/24/08,1.7981,4/24/08,1.7007
4/23/08,1.6579,,,,,6/26/08,11.8745,4/3/08,90.68,4/23/08,1.7992,4/23/08,1.7023
4/22/08,1.6602,,,,,6/25/08,11.5393,4/2/08,90.65,4/22/08,1.8003,4/22/08,1.704
4/21/08,1.664,,,,,6/24/08,11.9769,4/1/08,89.82,4/21/08,1.8015,4/21/08,1.7058
4/18/08,1.669,,,,,6/23/08,11.954,3/31/08,89.3,4/18/08,1.8026,4/18/08,1.7077
4/17/08,1.6577,,,,,6/20/08,11.7443,3/28/08,89.67,4/17/08,1.8038,4/17/08,1.7097
4/16/08,1.6619,,,,,6/19/08,11.7553,3/27/08,89.89,4/16/08,1.8051,4/16/08,1.7117
4/15/08,1.6833,,,,,6/18/08,11.6628,3/26/08,89.84,4/15/08,1.8063,4/15/08,1.7135
4/14/08,1.687,,,,,6/17/08,11.8254,3/25/08,89.86,4/14/08,1.8075,4/14/08,1.7151
4/11/08,1.6906,,,,,6/16/08,11.6638,3/24/08,90.88,4/11/08,1.8086,4/11/08,1.7162
4/10/08,1.684,,,,,6/13/08,11.5751,3/21/08,90.71,4/10/08,1.8098,4/10/08,1.7173
4/9/08,1.6885,,,,,6/12/08,11.5011,3/20/08,90.31,4/9/08,1.811,4/9/08,1.7188
4/8/08,1.6935,,,,,6/11/08,10.9587,3/19/08,91.95,4/8/08,1.8123,4/8/08,1.7206
4/7/08,1.7039,,,,,6/10/08,11.4185,3/18/08,91.37,4/7/08,1.8136,4/7/08,1.7224
4/4/08,1.7095,,,,,6/9/08,11.9791,3/17/08,90.6,4/4/08,1.8148,4/4/08,1.724
4/3/08,1.717,,,,,6/6/08,11.8957,3/14/08,91.77,4/3/08,1.816,4/3/08,1.7254
4/2/08,1.727,,,,,6/5/08,11.8576,3/13/08,92.17,4/2/08,1.8169,4/2/08,1.7268
4/1/08,1.7444,,,,,6/4/08,11.5587,3/12/08,93.34,4/1/08,1.818,4/1/08,1.7287
3/31/08,1.7519,,,,,6/3/08,12.172,3/11/08,92.64,3/31/08,1.8188,3/31/08,1.7297
3/28/08,1.7434,,,,,6/2/08,11.9376,3/10/08,92.33,3/28/08,1.8195,3/28/08,1.7313
3/27/08,1.736,,,,,5/30/08,11.9207,3/7/08,93.54,3/27/08,1.8204,3/27/08,1.7321
3/26/08,1.7251,,,,,5/29/08,12.0228,3/6/08,94.31,3/26/08,1.8213,3/26/08,1.7331
3/25/08,1.7309,,,,,5/28/08,12.1014,3/5/08,94.81,3/25/08,1.8224,3/25/08,1.734
3/24/08,1.7465,,,,,5/27/08,12.1031,3/4/08,94.04,3/24/08,1.8235,3/24/08,1.7345
3/21/08,1.7318,,,,,5/26/08,12.299,3/3/08,94.32,3/21/08,1.8245,3/21/08,1.7342
3/20/08,1.7328,,,,,5/23/08,12.3623,2/29/08,93.96,3/20/08,1.8256,3/20/08,1.7345
3/19/08,1.7205,,,,,5/22/08,12.4558,2/28/08,94.34,3/19/08,1.8268,3/19/08,1.735
3/18/08,1.6891,,,,,5/21/08,12.2868,2/27/08,94.9,3/18/08,1.8279,3/18/08,1.736
3/17/08,1.7226,,,,,5/20/08,11.9659,2/26/08,94.64,3/17/08,1.8292,3/17/08,1.7374
3/14/08,1.7119,,,,,5/19/08,11.8604,2/25/08,93.82,3/14/08,1.8302,3/14/08,1.7382
3/13/08,1.6918,,,,,5/16/08,11.7994,2/22/08,93.6,3/13/08,1.8312,3/13/08,1.7391
3/12/08,1.6738,,,,,5/15/08,11.9382,2/21/08,93.89,3/12/08,1.8323,3/12/08,1.7403
3/11/08,1.6822,,,,,5/14/08,11.3212,2/20/08,92.7,3/11/08,1.8337,3/11/08,1.7422
3/10/08,1.7064,,,,,5/13/08,11.6946,2/19/08,92.62,3/10/08,1.835,3/10/08,1.7442
3/7/08,1.6834,,,,,5/12/08,11.9743,2/15/08,91.75,3/7/08,1.8362,3/7/08,1.7456
3/6/08,1.6789,,,,,5/9/08,11.8558,2/14/08,92.11,3/6/08,1.8375,3/6/08,1.7471
3/5/08,1.6701,,,,,5/8/08,11.7526,2/13/08,92.38,3/5/08,1.839,3/5/08,1.749
3/4/08,1.6859,,,,,5/7/08,11.6469,2/12/08,92.31,3/4/08,1.8404,3/4/08,1.7514
3/3/08,1.672,,,,,5/6/08,12.3068,2/11/08,91.76,3/3/08,1.8417,3/3/08,1.7535
2/29/08,1.6907,,,,,5/5/08,12.2662,2/8/08,91.55,2/29/08,1.843,2/29/08,1.7559
2/28/08,1.6689,,,,,5/2/08,12.3447,2/7/08,91.88,2/28/08,1.8443,2/28/08,1.7582
2/27/08,1.6705,,,,,5/1/08,11.7755,2/6/08,92.02,2/27/08,1.8458,2/27/08,1.7608
2/26/08,1.6839,,,,,4/30/08,11.5851,2/5/08,91.54,2/26/08,1.8472,2/26/08,1.7637
2/25/08,1.705,,,,,4/29/08,11.2734,2/4/08,91.9,2/25/08,1.8487,2/25/08,1.7662
2/22/08,1.7075,,,,,4/28/08,11.6088,2/1/08,92.13,2/22/08,1.8502,2/22/08,1.7681
2/21/08,1.7095,,,,,4/25/08,11.566,1/31/08,91.45,2/21/08,1.8517,2/21/08,1.7695
2/20/08,1.7225,,,,,4/24/08,11.6775,1/30/08,90.47,2/20/08,1.8533,2/20/08,1.7708
2/19/08,1.7322,,,,,4/23/08,11.3704,1/29/08,90.7,2/19/08,1.8548,2/19/08,1.7715
2/18/08,1.7353,,,,,4/22/08,11.2096,1/28/08,90.27,2/18/08,1.8562,2/18/08,1.7722
2/15/08,1.7534,,,,,4/21/08,10.9788,1/25/08,90.45,2/15/08,1.8576,2/15/08,1.7726
2/14/08,1.7502,,,,,4/18/08,11.137,1/24/08,90.38,2/14/08,1.859,2/14/08,1.7731
2/13/08,1.7426,,,,,4/17/08,11.1096,1/23/08,89.57,2/13/08,1.8604,2/13/08,1.774
2/12/08,1.7495,,,,,4/16/08,10.9834,1/22/08,89.99,2/12/08,1.8618,2/12/08,1.7753
2/11/08,1.7574,,,,,4/15/08,10.8581,1/18/08,90.53,2/11/08,1.8632,2/11/08,1.7762
2/8/08,1.7692,,,,,4/11/08,10.6649,1/17/08,91.05,2/8/08,1.8646,2/8/08,1.7769
2/7/08,1.7572,,,,,4/10/08,10.6649,1/16/08,91.49,2/7/08,1.8659,2/7/08,1.7774
2/6/08,1.7522,,,,,4/9/08,10.8484,1/15/08,92.18,2/6/08,1.8672,2/6/08,1.7781
2/5/08,1.763,,,,,4/8/08,10.8809,1/14/08,92.86,2/5/08,1.8686,2/5/08,1.7798
2/4/08,1.744,,,,,4/7/08,10.6519,1/11/08,92.37,2/4/08,1.87,2/4/08,1.781
2/1/08,1.7454,,,,,4/4/08,10.6349,1/10/08,91.65,2/1/08,1.8714,2/1/08,1.7822
1/31/08,1.7592,,,,,4/3/08,10.6617,1/9/08,91.38,1/31/08,1.8728,1/31/08,1.7829
1/30/08,1.7797,,,,,4/2/08,9.7782,1/8/08,92.09,1/30/08,1.8742,1/30/08,1.7832
1/29/08,1.78,,,,,4/1/08,10.0111,1/7/08,91.65,1/29/08,1.8755,1/29/08,1.7828
1/28/08,1.7839,,,,,3/31/08,9.777,1/4/08,91.92,1/28/08,1.8768,1/28/08,1.7825
1/25/08,1.7816,,,,,3/28/08,10.0082,1/3/08,92.46,1/25/08,1.8779,1/25/08,1.7817
1/24/08,1.7855,,,,,3/27/08,9.9,1/2/08,91.56,1/24/08,1.8792,1/24/08,1.7808
1/23/08,1.8245,,,,,3/26/08,9.5771,12/31/07,91.43,1/23/08,1.8805,1/23/08,1.7804
1/22/08,1.7924,,,,,3/25/08,9.9728,12/28/07,91.25,1/22/08,1.8815,1/22/08,1.7794
1/21/08,1.8306,,,,,3/24/08,9.5241,12/27/07,92.21,1/21/08,1.8826,1/21/08,1.7785
1/18/08,1.7852,,,,,3/21/08,9.719,12/26/07,91.96,1/18/08,1.8836,1/18/08,1.7767
1/17/08,1.7856,,,,,3/20/08,9.8107,12/24/07,91.42,1/17/08,1.8849,1/17/08,1.7758
1/16/08,1.7729,,,,,3/19/08,9.7764,12/21/07,91.34,1/16/08,1.8861,1/16/08,1.7748
1/15/08,1.7521,,,,,3/18/08,9.9679,12/20/07,90.75,1/15/08,1.8875,1/15/08,1.7744
1/14/08,1.7342,,,,,3/17/08,9.0678,12/19/07,90.83,1/14/08,1.889,1/14/08,1.7743
1/11/08,1.7471,,,,,3/14/08,8.6458,12/18/07,90.23,1/11/08,1.8906,1/11/08,1.7743
1/10/08,1.757,,,,,3/13/08,8.6384,12/17/07,90.04,1/10/08,1.8922,1/10/08,1.7744
1/9/08,1.7684,,,,,3/12/08,8.4519,12/14/07,90.92,1/9/08,1.8937,1/9/08,1.7744
1/8/08,1.7605,,,,,3/11/08,8.5345,12/13/07,91.42,1/8/08,1.8952,1/8/08,1.7744
1/7/08,1.764,,,,,3/10/08,8.5882,12/12/07,92.11,1/7/08,1.8967,1/7/08,1.7751
1/4/08,1.7547,,,,,3/6/08,8.7642,12/11/07,92.17,1/4/08,1.8982,1/4/08,1.7759
1/3/08,1.7521,,,,,3/5/08,8.7173,12/10/07,91.75,1/3/08,1.8997,1/3/08,1.7768
1/2/08,1.7712,,,,,3/4/08,8.8611,12/7/07,92.06,1/2/08,1.9013,1/2/08,1.7781
12/31/07,1.78,,,,,3/3/08,8.9265,12/6/07,90.79,12/31/07,1.9028,12/31/07,1.7787
12/28/07,1.7761,,,,,2/29/08,8.7838,12/5/07,90.4,12/28/07,1.9044,12/28/07,1.7788
12/27/07,1.7602,,,,,2/28/08,8.8474,12/4/07,88.84,12/27/07,1.906,12/27/07,1.7797
12/26/07,1.7711,,,,,2/27/08,8.8363,12/3/07,90.93,12/26/07,1.9077,12/26/07,1.7808
12/25/07,1.7922,,,,,2/26/08,8.5373,11/30/07,90.88,12/25/07,1.9093,12/25/07,1.7817
12/24/07,1.791,,,,,2/25/08,8.7301,11/29/07,91.02,12/24/07,1.9108,12/24/07,1.7819
12/21/07,1.7926,,,,,2/22/08,8.7843,11/28/07,90.17,12/21/07,1.9123,12/21/07,1.7822
12/20/07,1.804,,,,,2/21/08,8.9287,11/27/07,87.98,12/20/07,1.9139,12/20/07,1.7824
12/19/07,1.801,,,,,2/20/08,8.9074,11/26/07,88.33,12/19/07,1.9154,12/19/07,1.7827
12/18/07,1.8125,,,,,2/19/08,9.2682,11/23/07,89.58,12/18/07,1.917,12/18/07,1.7828
12/17/07,1.813,,,,,2/18/08,9.2741,11/21/07,90.62,12/17/07,1.9186,12/17/07,1.783
12/14/07,1.7955,,,,,2/15/08,9.2645,11/20/07,91.91,12/14/07,1.9202,12/14/07,1.7835
12/13/07,1.782,,,,,2/14/08,9.2427,11/19/07,92,12/13/07,1.9218,12/13/07,1.7841
12/12/07,1.7728,,,,,2/13/08,9.4725,11/16/07,92.93,12/12/07,1.9235,12/12/07,1.7846
12/11/07,1.7571,,,,,2/12/08,9.7325,11/15/07,92.77,12/11/07,1.9253,12/11/07,1.7858
12/10/07,1.7657,,,,,2/11/08,9.5446,11/14/07,93.25,12/10/07,1.9269,12/10/07,1.7876
12/7/07,1.7591,,,,,2/8/08,9.3602,11/13/07,91.61,12/7/07,1.9285,12/7/07,1.7892
12/6/07,1.7748,,,,,2/7/08,9.5159,11/9/07,92.23,12/6/07,1.9301,12/6/07,1.7912
12/5/07,1.7964,,,,,2/6/08,9.3572,11/8/07,93.05,12/5/07,1.9316,12/5/07,1.7931
12/4/07,1.8088,,,,,2/1/08,9.2807,11/7/07,93.34,12/4/07,1.9331,12/4/07,1.7945
12/3/07,1.7929,,,,,1/31/08,9.1712,11/6/07,93.72,12/3/07,1.9345,12/3/07,1.796
11/30/07,1.7924,,,,,1/30/08,8.8751,11/5/07,92.74,11/30/07,1.936,11/30/07,1.7975
11/29/07,1.7935,,,,,1/29/08,9.074,11/2/07,92.61,11/29/07,1.9375,11/29/07,1.7992
11/28/07,1.794,,,,,1/28/08,9.1384,11/1/07,93.22,11/28/07,1.939,11/28/07,1.8017
11/27/07,1.8365,,,,,1/25/08,9.2002,10/31/07,93.59,11/27/07,1.9406,11/27/07,1.8038
11/26/07,1.8232,,,,,1/24/08,9.4065,10/30/07,93.04,11/26/07,1.942,11/26/07,1.8052
11/23/07,1.8033,,,,,1/23/08,8.7642,10/29/07,92.82,11/23/07,1.9433,11/23/07,1.8069
11/22/07,1.7795,,,,,1/22/08,8.8713,10/26/07,91.92,11/22/07,1.9448,11/22/07,1.8093
11/21/07,1.7759,,,,,1/21/08,9.094,10/25/07,91.39,11/21/07,1.9463,11/21/07,1.8126
11/20/07,1.7585,,,,,1/18/08,9.4588,10/24/07,91.12,11/20/07,1.9479,11/20/07,1.816
11/19/07,1.7664,,,,,1/17/08,9.4788,10/23/07,91.36,11/19/07,1.9496,11/19/07,1.8201
11/16/07,1.7455,,,,,1/16/08,9.4959,10/22/07,90.57,11/16/07,1.9513,11/16/07,1.8238
11/14/07,1.733,,,,,1/15/08,9.1912,10/19/07,91.44,11/14/07,1.9532,11/14/07,1.8279
11/13/07,1.766,,,,,1/11/08,9.2586,10/18/07,91,11/13/07,1.9552,11/13/07,1.8325
11/12/07,1.7775,,,,,1/10/08,9.6003,10/17/07,91.18,11/12/07,1.957,11/12/07,1.8367
11/9/07,1.7454,,,,,1/9/08,9.5362,10/16/07,90.43,11/9/07,1.9588,11/9/07,1.8405
11/8/07,1.7429,,,,,1/8/08,9.5476,10/15/07,91.11,11/8/07,1.9608,11/8/07,1.8456
11/7/07,1.74,,,,,1/7/08,9.5496,10/12/07,91.55,11/7/07,1.9627,11/7/07,1.8497
11/6/07,1.7355,,,,,1/4/08,9.6022,10/11/07,92.03,11/6/07,1.9647,11/6/07,1.8538
11/5/07,1.7489,,,,,1/3/08,9.7797,10/10/07,91.57,11/5/07,1.9667,11/5/07,1.8588
11/1/07,1.7477,,,,,1/2/08,9.7985,10/9/07,91.65,11/1/07,1.9686,11/1/07,1.864
10/31/07,1.736,,,,,12/28/07,9.9389,10/5/07,91.41,10/31/07,1.9705,10/31/07,1.8698
10/30/07,1.7524,,,,,12/27/07,9.5186,10/4/07,90.33,10/30/07,1.9725,10/30/07,1.8756
10/29/07,1.756,,,,,12/26/07,8.9614,10/3/07,90.31,10/29/07,1.9744,10/29/07,1.8811
10/26/07,1.768,,,,,12/21/07,9.3473,10/2/07,90.62,10/26/07,1.9764,10/26/07,1.8878
10/25/07,1.7943,,,,,12/20/07,8.9769,10/1/07,90.72,10/25/07,1.9782,10/25/07,1.893
10/24/07,1.8076,,,,,12/19/07,8.9245,9/28/07,89.97,10/24/07,1.98,10/24/07,1.8969
10/23/07,1.7966,,,,,12/18/07,9.1279,9/27/07,90.08,10/23/07,1.9817,10/23/07,1.8995
10/22/07,1.817,,,,,12/17/07,9.1283,9/26/07,89.48,10/22/07,1.9834,10/22/07,1.9026
10/19/07,1.8035,,,,,12/14/07,9.188,9/25/07,88.84,10/19/07,1.9851,10/19/07,1.9048
10/18/07,1.7848,,,,,12/13/07,9.612,9/24/07,88.61,10/18/07,1.9869,10/18/07,1.9064
10/17/07,1.8217,,,,,12/12/07,9.232,9/21/07,89.15,10/17/07,1.9887,10/17/07,1.9089
10/16/07,1.8147,,,,,12/11/07,9.2479,9/20/07,89.41,10/16/07,1.9902,10/16/07,1.9106
10/15/07,1.8143,,,,,12/10/07,8.9335,9/19/07,89.15,10/15/07,1.9918,10/15/07,1.9123
10/11/07,1.8055,,,,,12/7/07,8.8588,9/18/07,87.99,10/11/07,1.9934,10/11/07,1.9135
10/10/07,1.8041,,,,,12/6/07,8.5133,9/17/07,87.43,10/10/07,1.9951,10/10/07,1.915
10/9/07,1.803,,,,,12/5/07,8.5054,9/14/07,88.25,10/9/07,1.9968,10/9/07,1.9166
10/8/07,1.8178,,,,,12/4/07,7.9709,9/13/07,88.1,10/8/07,1.9985,10/8/07,1.918
10/5/07,1.804,,,,,12/3/07,8.1582,9/12/07,87.63,10/5/07,2.0001,10/5/07,1.9196
10/4/07,1.8244,,,,,11/30/07,8.7282,9/11/07,86.87,10/4/07,2.0019,10/4/07,1.922
10/3/07,1.839,,,,,11/29/07,9.3239,9/10/07,85.73,10/3/07,2.0036,10/3/07,1.9229
10/2/07,1.8242,,,,,11/28/07,9.5151,9/7/07,85.7,10/2/07,2.0052,10/2/07,1.9233
10/1/07,1.809,,,,,11/26/07,9.4568,9/6/07,86.4,10/1/07,2.0068,10/1/07,1.9237
9/28/07,1.8336,,,,,11/22/07,9.84,9/5/07,85.81,9/28/07,2.0085,9/28/07,1.9246
9/27/07,1.843,,,,,11/21/07,9.7174,9/4/07,86.88,9/27/07,2.0101,9/27/07,1.9251
9/26/07,1.846,,,,,11/20/07,9.5672,8/31/07,85.91,9/26/07,2.0116,9/26/07,1.9254
9/25/07,1.8591,,,,,11/6/07,9.4528,8/30/07,85.89,9/25/07,2.0131,9/25/07,1.9257
